route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
454,EMT,T31,Estacion el Pozo - Sierra de Guadalupe,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=T31,0178BC,FFFFFF
455,EMT,T61,Estacion de Cercanias de Fuencarral - las Tablas,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=T61,0178BC,FFFFFF
456,EMT,T41,Villaverde Alto - Poligono Industrial la Resina,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=T41,0178BC,FFFFFF
481,EMT,H1,Sierra de Guadalupe - Hospital Infanta Leonor,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=H1,0178BC,FFFFFF
501,EMT,N1,Plaza de Cibeles - Sanchinarro,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=N1,0178BC,FFFFFF
502,EMT,N2,Plaza de Cibeles - Valdebebas,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=N2,0178BC,FFFFFF
503,EMT,N3,Plaza de Cibeles - Feria de Madrid,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=N3,0178BC,FFFFFF
504,EMT,N4,Plaza de Cibeles - Barajas,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=N4,0178BC,FFFFFF
505,EMT,N5,Plaza de Cibeles - Colonia Fin de Semana,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=N5,0178BC,FFFFFF
506,EMT,N6,Plaza de Cibeles - el Cañaveral,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=N6,0178BC,FFFFFF
507,EMT,N7,Plaza de Cibeles - Valderrivas,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=N7,0178BC,FFFFFF
508,EMT,N8,Plaza de Cibeles - Pavones,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=N8,0178BC,FFFFFF
509,EMT,N9,Plaza de Cibeles - Ensanche de Vallecas,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=N9,0178BC,FFFFFF
510,EMT,N10,Plaza de Cibeles - Palomeras,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=N10,0178BC,FFFFFF
511,EMT,N11,Plaza de Cibeles - Madrid Sur,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=N11,0178BC,FFFFFF
512,EMT,N12,Plaza de Cibeles - Butarque,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=N12,0178BC,FFFFFF
513,EMT,N13,Plaza de Cibeles - Colonia San Cristobal de los Angeles,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=N13,0178BC,FFFFFF
514,EMT,N14,Plaza de Cibeles - Villaverde Alto,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=N14,0178BC,FFFFFF
515,EMT,N15,Plaza de Cibeles - Hospital 12 de Octubre,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=N15,0178BC,FFFFFF
516,EMT,N16,Plaza de Cibeles - Avenida de la Peseta,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=N16,0178BC,FFFFFF
517,EMT,N17,Plaza de Cibeles - Carabanchel Alto,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=N17,0178BC,FFFFFF
518,EMT,N18,Plaza de Cibeles - las Águilas,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=N18,0178BC,FFFFFF
519,EMT,N19,Plaza de Cibeles - Colonia San Ignacio de Loyola,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=N19,0178BC,FFFFFF
520,EMT,N20,Plaza de Cibeles - Pitis,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=N20,0178BC,FFFFFF
521,EMT,N21,Plaza de Cibeles - Arroyo del Fresno,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=N21,0178BC,FFFFFF
522,EMT,N22,Plaza de Cibeles - Barrio de la Paz,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=N22,0178BC,FFFFFF
523,EMT,N23,Plaza de Cibeles - Montecarmelo,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=N23,0178BC,FFFFFF
524,EMT,N24,Plaza de Cibeles - las Tablas,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=N24,0178BC,FFFFFF
525,EMT,N25,Plaza de Alonso Martinez - Villa de Vallecas,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=N25,0178BC,FFFFFF
526,EMT,N26,Plaza de Alonso Martinez - Aluche,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=N26,0178BC,FFFFFF
527,EMT,N27,Plaza de Cibeles - Aeropuerto,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=N27,0178BC,FFFFFF
528,EMT,N28,Moncloa - Aravaca,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=N28,0178BC,FFFFFF
529,EMT,NC1,Cuatro Caminos - Estacion de Atocha,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=NC1,0178BC,FFFFFF
530,EMT,NC2,Cuatro Caminos - Estacion de Atocha,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=NC2,0178BC,FFFFFF
531,EMT,N31,Moncloa - el Pardo,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=N31,0178BC,FFFFFF
601,EMT,M1,Puerta del Sol/sevilla - Glorieta de Embajadores,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=M1,0178BC,FFFFFF
603,EMT,M3,Puerta del Sol/sevilla - Puerta de Toledo,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=M3,0178BC,FFFFFF
702,EMT,SE702,Plaza Eliptica - Cementerio Sur,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=SE702,0178BC,FFFFFF
704,EMT,SE704,Plaza de Castilla - Cementerio de Fuencarral,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=SE704,0178BC,FFFFFF
709,EMT,SE709,Feria de Madrid - Hospital Enfermera Isabel Zendal,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=SE709,0178BC,FFFFFF
718,EMT,SE718,Puerta de Arganda - Cañada Real,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=SE718,0178BC,FFFFFF
721,EMT,SE721,Canillejas - Estadio Metropolitano,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=SE721,0178BC,FFFFFF
730,EMT,SE730,Plaza Eliptica - Pinar de San Jose,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=SE730,0178BC,FFFFFF
766,EMT,SE766,Atocha - Poligono Industrial de Vallecas,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=SE766,0178BC,FFFFFF
831,EMT,BR1,Valdebebas - Hospital Ramon y Cajal,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=BR1,0178BC,FFFFFF
832,EMT,SE832,Principe Pio - Hospital Fundacion San Jose,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=SE832,0178BC,FFFFFF
833,EMT,SE833,Plaza Castilla - las Tablas,,3,https://www.emtmadrid.es/EMTBUS/Mi-linea?linea=SE833,0178BC,FFFFFF
